pl_orbper	st_mass	planet_mass	env_mass
4.62767	2.65	-8.719360109479464	-0.34877440437917856
4.62766098	1.39	-0.734272388815722	-0.02937089555262888
4.6276691	1.42	-0.959223246637211	-0.03836892986548844
4.6276623	1.39	-5.158273515670561	-0.20633094062682245
10.86345165	1.01	-10.15401031802914	-0.4061604127211656
10.863502	1.01	-15.397592196034163	-0.6159036878413665
10.863502	1.01	-2.094994494456596	-0.08379977977826383
2.77596748	1.22	-2.814299052307714	-0.11257196209230856
2.7759712	1.22	-17.78483215005656	-0.7113932860022624
2.77596	1.2	-9.731639717681428	-0.38926558870725714
10.338523	0.86	-2.637234659836008	-0.10548938639344031
10.3385346	0.86	-10.480003590506106	-0.41920014362024427
5584.0	0.92	-6.998221066055529	-0.2799288426422212
5.50802941	0.77	-5.983655191330859	-0.2393462076532344
5.5080291	0.77	-3.4274426279328294	-0.13709770511731317
5.508023	0.77	-14.152472960521992	-0.5660989184208797
5.507978	0.77	-4.597935097403912	-0.1839174038961565
5.50803	0.77	-1.9991709052812334	-0.07996683621124934
4.008778	0.84	-16.934595980302237	-0.6773838392120896
4.00878423	0.84	-18.586371230221463	-0.7434548492088585
4.00878322	0.81	-20.143026622232895	-0.8057210648893158
4.008778	0.84	-17.496655155240294	-0.6998662062096118
4.0087842	0.83	-6.04140952601767	-0.2416563810407068
5.63346785	1.31	-32.98075290582425	-1.3192301162329698
5.6335152	1.33	-10.64036479877764	-0.42561459195110557
5.6334729	1.28	-14.3450772714205	-0.57380309085682
5.63347	1.93	-8.579279284054211	-0.34317117136216846
5.63341	1.3	-17.149425280599264	-0.6859770112239706
5.6335158	1.33	-13.003462952360612	-0.5201385180944245
5.63346964	1.33	-6.201843693660834	-0.24807374774643337
5.6334729	1.36	-19.245471999760785	-0.7698188799904314
8500.0	1.33	-2.842686276214425	-0.113707451048577
2.8753186	0.76	-11.58633610620488	-0.46345344424819523
2.87531773	0.76	-16.353935912539598	-0.6541574365015839
2.8753187	0.73	-4.183128444752957	-0.1673251377901183
2.87531693	0.76	-7.999100078467552	-0.3199640031387021
4.124481	0.95	-15.045110846611902	-0.6018044338644761
4.124481	0.95	-5.538467740985337	-0.22153870963941347
4.12448852	0.95	-7.061496350950928	-0.28245985403803714
4.1244799	1.24	-1.277001110178909	-0.051080044407156355
3.21222	1.13	-15.911098999986066	-0.6364439599994427
3.21223328	0.94	-15.19108614444236	-0.6076434457776945
1.2128864	1.13	-5.224430058106961	-0.20897720232427844
3.355246	1.19	-16.527018600592744	-0.6610807440237098
